,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,WindDir {deg},,,,,,,
ETRN,DNI,DHI,Direct Normal Illuminance {lux},Diffuse Horizontal Illuminance {lux},Dry-Bulb,Dew-Point,Relative Humidity {%},wspd,,,,,,,,,Wind Direction {deg},,,,,,,
0,0,0,999900,999900,22.2,3.9,30,1,,,,,,,,,90,,,,,,,
0,0,1,999900,999900,20.6,6.7,40,1.5,,,,,,,,,90,,,,,,,
0,0,77,999900,999900,21.1,6.1,38,1.5,,,,,,,,,135,,,,,,,
619,383,231,999900,999900,21.1,6.7,39,1.5,,,,,,,,,90,,,,,,,
792,589,316,999900,999900,23.9,5.6,31,4.1,,,,,,,,,90,,,,,,,
952,695,358,999900,999900,28.9,6.1,24,1.5,,,,,,,,,68,,,,,,,
1089,731,384,999900,999900,31.1,5,19,0,,,,,,,,,0,,,,,,,
1199,743,376,999900,999900,32.2,5.6,19,4.1,,,,,,,,,135,,,,,,,
1274,751,357,999900,999900,33.9,3.9,15,1,,,,,,,,,113,,,,,,,
1312,759,314,999900,999900,35.6,-0.6,10,2.1,,,,,,,,,315,,,,,,,
1312,796,262,999900,999900,36.7,1.1,11,4.6,,,,,,,,,293,,,,,,,
1272,775,0,999900,999900,36.7,0.6,10,3.1,,,,,,,,,158,,,,,,,
1195,701,81,999900,999900,37.2,1.1,10,2.6,,,,,,,,,270,,,,,,,
1085,497,116,999900,999900,37.8,2.2,11,2.6,,,,,,,,,270,,,,,,,
947,99,118,999900,999900,37.8,1.1,10,3.6,,,,,,,,,270,,,,,,,
786,27,55,999900,999900,36.7,2.2,12,2.6,,,,,,,,,360,,,,,,,
613,0,2,999900,999900,36.1,1.7,12,2.6,,,,,,,,,293,,,,,,,
0,0,0,999900,999900,34.4,1.7,13,3.1,,,,,,,,,270,,,,,,,
0,0,0,999900,999900,33.3,3.9,16,1.5,,,,,,,,,180,,,,,,,
0,0,0,999900,999900,30.6,4.4,19,3.1,,,,,,,,,113,,,,,,,
0,0,0,999900,999900,30,5,21,1.5,,,,,,,,,90,,,,,,,
0,0,0,999900,999900,28.9,7.8,27,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,27.8,6.1,25,1,,,,,,,,,338,,,,,,,
0,0,0,999900,999900,27.2,5,24,2.6,,,,,,,,,315,,,,,,,
0,0,0,999900,999900,26.1,4.4,25,0,,,,,,,,,0,,,,,,,
0,0,1,999900,999900,25,3.9,25,0,,,,,,,,,0,,,,,,,
0,0,70,999900,999900,23.3,5.6,32,1.5,,,,,,,,,45,,,,,,,
618,221,235,999900,999900,23.9,6.1,32,2.1,,,,,,,,,135,,,,,,,
791,507,326,999900,999900,26.7,7.8,30,3.1,,,,,,,,,90,,,,,,,
951,677,353,999900,999900,30,5.6,21,1.5,,,,,,,,,90,,,,,,,
1089,714,388,999900,999900,32.2,4.4,17,1,,,,,,,,,68,,,,,,,
1198,724,376,999900,999900,33.9,4.4,16,2.6,,,,,,,,,315,,,,,,,
1274,739,363,999900,999900,33.9,3.3,15,2.6,,,,,,,,,270,,,,,,,
1312,749,330,999900,999900,35,1.1,12,4.1,,,,,,,,,270,,,,,,,
1312,743,276,999900,999900,35.6,-1.1,10,4.1,,,,,,,,,248,,,,,,,
1272,727,218,999900,999900,36.7,-1.7,9,7.7,,,,,,,,,225,,,,,,,
1196,693,152,999900,999900,36.7,-3.3,8,6.2,,,,,,,,,248,,,,,,,
1086,586,114,999900,999900,37.2,-3.3,7,3.1,,,,,,,,,270,,,,,,,
947,228,148,999900,999900,36.7,-5,7,3.1,,,,,,,,,248,,,,,,,
787,6,59,999900,999900,36.1,-5.6,6,4.1,,,,,,,,,270,,,,,,,
614,0,2,999900,999900,33.9,-2.2,10,3.6,,,,,,,,,293,,,,,,,
0,0,0,999900,999900,31.7,1.1,14,2.1,,,,,,,,,293,,,,,,,
0,0,0,999900,999900,28.3,1.1,17,1.5,,,,,,,,,180,,,,,,,
0,0,0,999900,999900,28.9,2.8,19,1,,,,,,,,,180,,,,,,,
0,0,0,999900,999900,27.8,1.1,18,2.1,,,,,,,,,225,,,,,,,
0,0,0,999900,999900,25.6,3.9,25,1.5,,,,,,,,,90,,,,,,,
0,0,0,999900,999900,23.3,4.4,29,2.6,,,,,,,,,68,,,,,,,
0,0,0,999900,999900,22.8,3.3,28,2.1,,,,,,,,,90,,,,,,,
0,0,0,999900,999900,22.2,1.7,26,2.6,,,,,,,,,45,,,,,,,
0,0,1,999900,999900,21.7,0.6,25,2.6,,,,,,,,,45,,,,,,,
0,0,70,999900,999900,20.6,0,25,2.1,,,,,,,,,68,,,,,,,
618,555,212,999900,999900,21.7,0.6,25,1.5,,,,,,,,,90,,,,,,,
791,754,264,999900,999900,24.4,2.2,23,4.6,,,,,,,,,113,,,,,,,
950,850,285,999900,999900,27.2,3.3,21,4.1,,,,,,,,,68,,,,,,,
1088,892,275,999900,999900,29.4,5.6,22,3.1,,,,,,,,,135,,,,,,,
1198,906,244,999900,999900,32.2,5,18,3.6,,,,,,,,,135,,,,,,,
1273,913,206,999900,999900,33.9,0,12,9.3,,,,,,,,,180,,,,,,,
1312,906,157,999900,999900,35,0.6,11,8.8,,,,,,,,,180,,,,,,,
1312,894,109,999900,999900,36.1,0,10,7.7,,,,,,,,,158,,,,,,,
1272,866,59,999900,999900,36.1,1.1,11,3.6,,,,,,,,,203,,,,,,,
1196,820,15,999900,999900,36.1,0,10,3.1,,,,,,,,,270,,,,,,,
1086,688,10,999900,999900,36.7,1.1,11,4.1,,,,,,,,,270,,,,,,,
948,452,27,999900,999900,36.7,2.2,12,2.6,,,,,,,,,248,,,,,,,
788,189,7,999900,999900,36.1,3.9,14,4.1,,,,,,,,,270,,,,,,,
614,0,1,999900,999900,34.4,3.9,15,3.6,,,,,,,,,293,,,,,,,
0,0,0,999900,999900,32.8,5.6,18,1.5,,,,,,,,,315,,,,,,,
0,0,0,999900,999900,30.6,6.1,21,1.5,,,,,,,,,270,,,,,,,
0,0,0,999900,999900,28.9,6.1,24,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,27.8,7.8,28,1.5,,,,,,,,,23,,,,,,,
0,0,0,999900,999900,23.9,7.2,34,1.5,,,,,,,,,68,,,,,,,
0,0,0,999900,999900,23.9,5.6,31,1.5,,,,,,,,,135,,,,,,,
0,0,0,999900,999900,21.1,6.1,38,1,,,,,,,,,90,,,,,,,
0,0,0,999900,999900,20,3.9,35,0,,,,,,,,,0,,,,,,,
0,0,1,999900,999900,18.9,4.4,38,0,,,,,,,,,0,,,,,,,
0,0,79,999900,999900,20,3.3,33,0,,,,,,,,,0,,,,,,,
617,427,229,999900,999900,24.4,3.3,25,1.5,,,,,,,,,135,,,,,,,
790,665,291,999900,999900,27.2,5.6,25,3.6,,,,,,,,,90,,,,,,,
950,773,316,999900,999900,29.4,6.1,23,4.6,,,,,,,,,90,,,,,,,
1088,813,324,999900,999900,31.7,4.4,18,3.6,,,,,,,,,135,,,,,,,
1197,820,300,999900,999900,32.8,4.4,17,3.1,,,,,,,,,135,,,,,,,
1273,822,268,999900,999900,33.9,2.8,14,2.6,,,,,,,,,90,,,,,,,
1312,821,225,999900,999900,35.6,1.7,12,3.1,,,,,,,,,270,,,,,,,
1312,815,178,999900,999900,36.1,1.7,12,2.1,,,,,,,,,158,,,,,,,
1272,791,123,999900,999900,36.7,1.7,11,2.1,,,,,,,,,225,,,,,,,
1196,754,68,999900,999900,37.8,1.1,10,4.1,,,,,,,,,315,,,,,,,
1086,611,74,999900,999900,37.8,0.6,10,4.1,,,,,,,,,315,,,,,,,
948,331,95,999900,999900,37.2,1.7,11,3.6,,,,,,,,,315,,,,,,,
788,88,41,999900,999900,35.6,3.9,14,2.6,,,,,,,,,315,,,,,,,
615,0,1,999900,999900,33.3,6.1,18,2.1,,,,,,,,,360,,,,,,,
0,0,0,999900,999900,31.1,5,19,1,,,,,,,,,338,,,,,,,
0,0,0,999900,999900,28.9,5.6,23,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,27.2,6.1,26,1,,,,,,,,,90,,,,,,,
0,0,0,999900,999900,26.1,6.1,28,1,,,,,,,,,68,,,,,,,
0,0,0,999900,999900,25.6,6.7,30,1,,,,,,,,,45,,,,,,,
0,0,0,999900,999900,23.3,8.3,38,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,22.2,7.2,38,1.5,,,,,,,,,135,,,,,,,
0,0,0,999900,999900,21.1,7.8,42,2.1,,,,,,,,,113,,,,,,,
0,0,1,999900,999900,21.1,7.8,42,1,,,,,,,,,90,,,,,,,
0,0,74,999900,999900,21.7,7.2,39,1.5,,,,,,,,,90,,,,,,,
616,401,228,999900,999900,25.6,6.1,29,2.1,,,,,,,,,90,,,,,,,
789,661,294,999900,999900,28.9,7.2,25,3.1,,,,,,,,,113,,,,,,,
949,771,321,999900,999900,31.1,7.2,22,2.1,,,,,,,,,113,,,,,,,
1087,807,326,999900,999900,33.3,5.6,18,2.1,,,,,,,,,113,,,,,,,
1197,819,304,999900,999900,33.9,5.6,17,2.6,,,,,,,,,203,,,,,,,
1273,835,280,999900,999900,35.6,2.8,13,1,,,,,,,,,225,,,,,,,
1312,833,234,999900,999900,36.1,3.9,14,4.6,,,,,,,,,248,,,,,,,
1311,819,183,999900,999900,36.7,3.3,13,5.1,,,,,,,,,293,,,,,,,
1272,794,129,999900,999900,37.8,3.9,12,6.2,,,,,,,,,270,,,,,,,
1196,753,74,999900,999900,37.8,3.9,12,3.6,,,,,,,,,360,,,,,,,
1087,586,84,999900,999900,38.3,4.4,12,4.1,,,,,,,,,315,,,,,,,
948,327,95,999900,999900,37.2,5,14,2.1,,,,,,,,,338,,,,,,,
789,124,41,999900,999900,36.7,7.8,17,1.5,,,,,,,,,248,,,,,,,
615,0,1,999900,999900,34.4,7.8,19,3.1,,,,,,,,,293,,,,,,,
0,0,0,999900,999900,33.3,8.9,22,2.1,,,,,,,,,225,,,,,,,
0,0,0,999900,999900,30.6,8.9,26,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,30.6,8.3,25,3.1,,,,,,,,,225,,,,,,,
0,0,0,999900,999900,30,7.8,25,3.1,,,,,,,,,270,,,,,,,
0,0,0,999900,999900,29.4,6.7,24,2.1,,,,,,,,,360,,,,,,,
0,0,0,999900,999900,28.9,6.7,25,2.6,,,,,,,,,360,,,,,,,
0,0,0,999900,999900,27.8,7.2,27,1.5,,,,,,,,,360,,,,,,,
0,0,0,999900,999900,27.2,6.7,27,0,,,,,,,,,0,,,,,,,
0,0,1,999900,999900,25,8.3,35,0,,,,,,,,,0,,,,,,,
0,0,68,999900,999900,25.6,9.4,36,2.1,,,,,,,,,113,,,,,,,
616,70,205,999900,999900,27.2,9.4,33,3.6,,,,,,,,,113,,,,,,,
789,602,335,999900,999900,30,8.9,27,3.6,,,,,,,,,135,,,,,,,
948,693,293,999900,999900,32.2,8.9,24,3.6,,,,,,,,,113,,,,,,,
1087,613,257,999900,999900,33.9,7.2,19,3.1,,,,,,,,,113,,,,,,,
1196,844,289,999900,999900,35,6.7,17,1.5,,,,,,,,,45,,,,,,,
1272,898,212,999900,999900,35.6,6.7,17,4.6,,,,,,,,,270,,,,,,,
1311,895,165,999900,999900,36.7,6.1,15,3.6,,,,,,,,,293,,,,,,,
1311,884,114,999900,999900,37.8,7.2,15,3.6,,,,,,,,,270,,,,,,,
1273,864,66,999900,999900,38.3,7.2,15,3.6,,,,,,,,,270,,,,,,,
1197,799,38,999900,999900,38.3,7.2,15,4.1,,,,,,,,,270,,,,,,,
1087,384,166,999900,999900,38.3,7.2,15,4.1,,,,,,,,,270,,,,,,,
949,579,0,999900,999900,37.8,8.9,17,2.6,,,,,,,,,270,,,,,,,
789,268,0,999900,999900,36.1,8.3,18,3.1,,,,,,,,,270,,,,,,,
616,0,0,999900,999900,35,8.9,20,2.6,,,,,,,,,293,,,,,,,
0,0,0,999900,999900,32.8,9.4,24,3.1,,,,,,,,,270,,,,,,,
0,0,0,999900,999900,31.1,10,27,1.5,,,,,,,,,270,,,,,,,
0,0,0,999900,999900,30.6,9.4,27,3.6,,,,,,,,,270,,,,,,,
0,0,0,999900,999900,29.4,8.9,28,4.6,,,,,,,,,270,,,,,,,
0,0,0,999900,999900,29.4,7.8,26,3.1,,,,,,,,,315,,,,,,,
0,0,0,999900,999900,27.8,7.8,28,3.6,,,,,,,,,360,,,,,,,
0,0,0,999900,999900,26.1,7.8,31,2.1,,,,,,,,,158,,,,,,,
0,0,0,999900,999900,25,7.8,33,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,24.4,7.8,35,0,,,,,,,,,0,,,,,,,
0,0,68,999900,999900,25,8.3,35,2.6,,,,,,,,,68,,,,,,,
615,563,201,999900,999900,27.8,10,33,3.6,,,,,,,,,90,,,,,,,
788,758,256,999900,999900,29.4,10,30,3.1,,,,,,,,,135,,,,,,,
948,861,273,999900,999900,32.2,9.4,25,2.1,,,,,,,,,90,,,,,,,
1086,904,264,999900,999900,33.9,6.1,18,2.1,,,,,,,,,315,,,,,,,
1196,910,227,999900,999900,35.6,7.2,17,2.6,,,,,,,,,315,,,,,,,
1272,911,183,999900,999900,36.7,7.2,16,3.1,,,,,,,,,270,,,,,,,
1311,921,141,999900,999900,36.7,6.7,16,5.1,,,,,,,,,270,,,,,,,
1311,914,91,999900,999900,37.8,8.3,17,6.7,,,,,,,,,293,,,,,,,
1273,885,38,999900,999900,38.3,9.4,18,5.1,,,,,,,,,270,,,,,,,
1197,850,0,999900,999900,38.9,8.9,16,6.7,,,,,,,,,270,,,,,,,
1087,744,0,999900,999900,38.3,9.4,18,5.1,,,,,,,,,248,,,,,,,
949,538,0,999900,999900,37.8,9.4,18,5.1,,,,,,,,,270,,,,,,,
789,221,0,999900,999900,36.7,11.1,21,2.1,,,,,,,,,225,,,,,,,
616,0,0,999900,999900,34.4,11.1,24,3.1,,,,,,,,,225,,,,,,,
0,0,0,999900,999900,33.3,11.1,26,3.1,,,,,,,,,248,,,,,,,
0,0,0,999900,999900,31.7,10,26,2.6,,,,,,,,,270,,,,,,,
0,0,0,999900,999900,31.1,11.1,29,3.1,,,,,,,,,315,,,,,,,
0,0,0,999900,999900,31.7,11.7,29,2.1,,,,,,,,,270,,,,,,,
0,0,0,999900,999900,28.9,11.7,35,2.6,,,,,,,,,270,,,,,,,
0,0,0,999900,999900,28.3,11.1,34,3.6,,,,,,,,,270,,,,,,,
0,0,0,999900,999900,27.2,11.7,38,2.6,,,,,,,,,293,,,,,,,
0,0,0,999900,999900,25,11.1,42,1.5,,,,,,,,,90,,,,,,,
0,0,0,999900,999900,23.9,11.1,45,0,,,,,,,,,0,,,,,,,
0,0,66,999900,999900,25,12.2,45,1.5,,,,,,,,,113,,,,,,,
614,522,198,999900,999900,27.2,11.1,37,1.5,,,,,,,,,338,,,,,,,
787,725,251,999900,999900,30.6,10.6,29,1,,,,,,,,,248,,,,,,,
947,847,265,999900,999900,32.8,8.9,23,4.6,,,,,,,,,270,,,,,,,
1085,896,262,999900,999900,34.4,10,23,5.1,,,,,,,,,315,,,,,,,
1195,907,226,999900,999900,35.6,9.4,20,5.7,,,,,,,,,293,,,,,,,
1272,924,189,999900,999900,37.2,8.3,17,4.6,,,,,,,,,248,,,,,,,
1311,931,144,999900,999900,38.9,9.4,17,5.1,,,,,,,,,248,,,,,,,
1311,919,91,999900,999900,40,8.9,15,7.7,,,,,,,,,248,,,,,,,
1273,896,42,999900,999900,41.1,8.9,15,7.2,,,,,,,,,248,,,,,,,
1197,853,0,999900,999900,41.7,9.4,15,6.7,,,,,,,,,248,,,,,,,
1087,756,0,999900,999900,40.6,7.8,14,7.2,,,,,,,,,248,,,,,,,
950,544,0,999900,999900,40.6,8.9,15,6.7,,,,,,,,,248,,,,,,,
790,286,0,999900,999900,38.9,8.3,16,6.2,,,,,,,,,248,,,,,,,
617,0,1,999900,999900,37.8,7.8,16,6.2,,,,,,,,,270,,,,,,,
0,0,0,999900,999900,36.1,7.2,17,5.7,,,,,,,,,270,,,,,,,
0,0,0,999900,999900,34.4,6.7,18,3.6,,,,,,,,,293,,,,,,,
0,0,0,999900,999900,32.2,7.2,21,2.1,,,,,,,,,315,,,,,,,
0,0,0,999900,999900,32.2,8.9,24,5.1,,,,,,,,,248,,,,,,,
0,0,0,999900,999900,33.9,7.2,19,3.6,,,,,,,,,248,,,,,,,
0,0,0,999900,999900,30,8.9,27,2.6,,,,,,,,,90,,,,,,,
0,0,0,999900,999900,27.8,9.4,32,3.1,,,,,,,,,90,,,,,,,
0,0,0,999900,999900,27.2,10,34,2.6,,,,,,,,,45,,,,,,,
0,0,0,999900,999900,26.7,11.7,39,4.6,,,,,,,,,45,,,,,,,
0,0,36,999900,999900,27.2,13.9,44,4.1,,,,,,,,,360,,,,,,,
613,103,142,999900,999900,29.4,13.9,39,3.6,,,,,,,,,338,,,,,,,
786,485,285,999900,999900,30.6,12.8,34,3.1,,,,,,,,,360,,,,,,,
946,472,305,999900,999900,31.7,13.3,33,3.6,,,,,,,,,360,,,,,,,
1085,471,330,999900,999900,33.9,12.8,28,3.1,,,,,,,,,203,,,,,,,
1195,400,509,999900,999900,35,11.7,24,2.1,,,,,,,,,270,,,,,,,
1271,462,356,999900,999900,35.6,11.1,23,3.1,,,,,,,,,293,,,,,,,
1311,386,349,999900,999900,36.1,11.7,23,2.6,,,,,,,,,315,,,,,,,
1311,748,127,999900,999900,37.8,12.2,22,4.6,,,,,,,,,225,,,,,,,
1273,803,62,999900,999900,38.3,11.1,20,2.6,,,,,,,,,23,,,,,,,
1197,748,81,999900,999900,39.4,11.1,18,2.6,,,,,,,,,270,,,,,,,
1088,113,246,999900,999900,38.3,11.1,20,2.6,,,,,,,,,315,,,,,,,
950,61,93,999900,999900,37.8,12.8,23,5.1,,,,,,,,,23,,,,,,,
790,24,23,999900,999900,37.2,11.1,21,2.6,,,,,,,,,180,,,,,,,
617,0,0,999900,999900,35.6,12.2,24,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,33.9,13.9,30,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,32.8,13.3,31,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,30.6,13.3,35,2.6,,,,,,,,,270,,,,,,,
0,0,0,999900,999900,30,15.6,42,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,28.9,13.9,40,2.1,,,,,,,,,135,,,,,,,
0,0,0,999900,999900,28.9,13.9,40,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,29.4,12.2,35,3.6,,,,,,,,,158,,,,,,,
0,0,0,999900,999900,30,14.4,39,3.1,,,,,,,,,338,,,,,,,
0,0,0,999900,999900,27.8,16.7,51,3.1,,,,,,,,,68,,,,,,,
0,0,33,999900,999900,27.8,16.7,51,2.6,,,,,,,,,113,,,,,,,
612,70,167,999900,999900,29.4,17.2,48,2.6,,,,,,,,,135,,,,,,,
785,822,202,999900,999900,31.1,17.2,43,1.5,,,,,,,,,90,,,,,,,
945,705,203,999900,999900,32.2,17.2,41,1.5,,,,,,,,,90,,,,,,,
1084,798,175,999900,999900,33.3,16.7,37,1.5,,,,,,,,,338,,,,,,,
1194,816,233,999900,999900,34.4,16.1,34,1,,,,,,,,,90,,,,,,,
1271,270,309,999900,999900,35,14.4,29,3.6,,,,,,,,,338,,,,,,,
1310,168,544,999900,999900,36.1,15.6,30,3.1,,,,,,,,,248,,,,,,,
1311,469,300,999900,999900,36.7,15,28,3.6,,,,,,,,,270,,,,,,,
1273,296,224,999900,999900,37.2,15,27,3.6,,,,,,,,,270,,,,,,,
1197,570,168,999900,999900,37.8,15.6,27,6.7,,,,,,,,,270,,,,,,,
1088,350,194,999900,999900,37.8,15,26,6.2,,,,,,,,,270,,,,,,,
950,143,159,999900,999900,37.8,12.8,23,3.6,,,,,,,,,270,,,,,,,
790,171,0,999900,999900,36.7,15,28,3.6,,,,,,,,,315,,,,,,,
617,0,0,999900,999900,32.8,13.3,31,8.8,,,,,,,,,338,,,,,,,
0,0,0,999900,999900,31.1,12.8,33,7.7,,,,,,,,,23,,,,,,,
0,0,0,999900,999900,29.4,16.1,45,6.2,,,,,,,,,135,,,,,,,
0,0,0,999900,999900,27.8,17.2,53,6.7,,,,,,,,,135,,,,,,,
0,0,0,999900,999900,25.6,18.9,67,7.2,,,,,,,,,135,,,,,,,
0,0,0,999900,999900,25.6,17.8,62,2.1,,,,,,,,,135,,,,,,,
0,0,0,999900,999900,25,17.8,64,3.1,,,,,,,,,135,,,,,,,
0,0,0,999900,999900,25.6,17.8,62,2.1,,,,,,,,,360,,,,,,,
0,0,0,999900,999900,25,17.8,64,2.6,,,,,,,,,90,,,,,,,
0,0,1,999900,999900,25.6,17.2,60,2.6,,,,,,,,,180,,,,,,,
0,0,78,999900,999900,26.1,17.2,58,1.5,,,,,,,,,135,,,,,,,
611,194,195,999900,999900,27.8,17.2,53,4.1,,,,,,,,,135,,,,,,,
784,270,285,999900,999900,28.9,16.7,48,1.5,,,,,,,,,158,,,,,,,
945,360,338,999900,999900,30.6,16.7,43,3.6,,,,,,,,,135,,,,,,,
1083,676,305,999900,999900,31.7,16.7,41,2.1,,,,,,,,,158,,,,,,,
1194,688,194,999900,999900,32.8,15.6,36,6.2,,,,,,,,,158,,,,,,,
1271,154,456,999900,999900,33.3,15.6,35,7.2,,,,,,,,,180,,,,,,,
1310,304,416,999900,999900,33.9,15,32,5.7,,,,,,,,,225,,,,,,,
1311,314,371,999900,999900,35,15,30,5.1,,,,,,,,,270,,,,,,,
1273,304,324,999900,999900,34.4,15,31,4.1,,,,,,,,,248,,,,,,,
1197,204,244,999900,999900,33.9,16.1,35,5.1,,,,,,,,,270,,,,,,,
1088,155,181,999900,999900,33.3,15.6,35,8.2,,,,,,,,,248,,,,,,,
950,135,111,999900,999900,30,18.9,51,10.3,,,,,,,,,180,,,,,,,
791,191,0,999900,999900,30.6,18.3,48,3.6,,,,,,,,,225,,,,,,,
618,0,0,999900,999900,29.4,18.3,51,1,,,,,,,,,360,,,,,,,
0,0,0,999900,999900,26.7,18.3,60,4.1,,,,,,,,,135,,,,,,,
0,0,0,999900,999900,24.4,17.2,64,3.6,,,,,,,,,135,,,,,,,
0,0,0,999900,999900,25.6,19.4,69,2.1,,,,,,,,,135,,,,,,,
0,0,0,999900,999900,25.6,19.4,69,3.6,,,,,,,,,90,,,,,,,
0,0,0,999900,999900,25,18.9,69,5.1,,,,,,,,,360,,,,,,,
0,0,0,999900,999900,26.7,18.3,60,2.1,,,,,,,,,360,,,,,,,
0,0,0,999900,999900,23.3,17.8,71,3.6,,,,,,,,,23,,,,,,,
0,0,0,999900,999900,23.9,17.2,66,3.6,,,,,,,,,180,,,,,,,
0,0,0,999900,999900,22.8,18.9,79,2.1,,,,,,,,,113,,,,,,,
0,0,54,999900,999900,22.8,18.9,79,1.5,,,,,,,,,45,,,,,,,
610,347,209,999900,999900,25,17.8,64,2.1,,,,,,,,,45,,,,,,,
783,588,284,999900,999900,26.1,17.8,60,1.5,,,,,,,,,45,,,,,,,
944,671,313,999900,999900,27.2,16.1,51,1.5,,,,,,,,,45,,,,,,,
1083,601,325,999900,999900,28.9,16.1,46,1,,,,,,,,,113,,,,,,,
1193,413,420,999900,999900,30.6,16.7,43,1,,,,,,,,,135,,,,,,,
1270,907,135,999900,999900,32.2,16.7,40,2.6,,,,,,,,,203,,,,,,,
1310,929,109,999900,999900,32.2,15.6,37,2.6,,,,,,,,,135,,,,,,,
1311,921,88,999900,999900,33.3,15.6,35,3.1,,,,,,,,,315,,,,,,,
1273,909,40,999900,999900,34.4,15,31,3.1,,,,,,,,,293,,,,,,,
1197,868,0,999900,999900,34.4,15.6,33,1,,,,,,,,,315,,,,,,,
1088,766,0,999900,999900,35,15,30,1,,,,,,,,,135,,,,,,,
951,378,68,999900,999900,35,15,30,1,,,,,,,,,360,,,,,,,
791,79,35,999900,999900,33.8,16.2,35,1.3,,,,,,,,,360,,,,,,,
618,0,0,999900,999900,32.9,15.6,35,1.3,,,,,,,,,45,,,,,,,
0,0,0,999900,999900,32.2,15,35,1.3,,,,,,,,,135,,,,,,,
0,0,0,999900,999900,31.8,14.3,35,1.3,,,,,,,,,270,,,,,,,
0,0,0,999900,999900,31.6,13.7,34,1.3,,,,,,,,,270,,,,,,,
0,0,0,999900,999900,31.4,13.1,33,1.3,,,,,,,,,270,,,,,,,
0,0,0,999900,999900,31.2,12.1,31,1.1,,,,,,,,,140,,,,,,,
0,0,0,999900,999900,31.1,11.6,30,1,,,,,,,,,140,,,,,,,
0,0,0,999900,999900,31.1,11.4,30,1.1,,,,,,,,,83,,,,,,,
0,0,0,999900,999900,31.1,11.3,30,1.3,,,,,,,,,27,,,,,,,
0,0,0,999900,999900,31.2,11.3,29,1.6,,,,,,,,,330,,,,,,,
0,0,19,999900,999900,31.4,11.6,30,2.1,,,,,,,,,337,,,,,,,
609,138,160,999900,999900,31.8,12.2,30,2.9,,,,,,,,,343,,,,,,,
782,711,277,999900,999900,32.2,12.8,31,3.6,,,,,,,,,350,,,,,,,
943,855,282,999900,999900,33.7,12.8,28,3.6,,,,,,,,,33,,,,,,,
1082,896,272,999900,999900,35.2,12.8,26,3.6,,,,,,,,,77,,,,,,,
1193,909,239,999900,999900,36.7,12.8,24,3.6,,,,,,,,,120,,,,,,,
1270,911,195,999900,999900,38,13,23,3.6,,,,,,,,,60,,,,,,,
1310,912,147,999900,999900,39.3,13.1,21,3.6,,,,,,,,,0,,,,,,,
1311,911,98,999900,999900,40.6,13.3,20,3.6,,,,,,,,,300,,,,,,,
1273,897,50,999900,999900,41,12.2,18,3.9,,,,,,,,,287,,,,,,,
1198,854,6,999900,999900,41.3,11.1,17,4.3,,,,,,,,,273,,,,,,,
1088,707,10,999900,999900,41.7,10,15,4.6,,,,,,,,,260,,,,,,,
951,134,105,999900,999900,40.4,8.3,15,5,,,,,,,,,263,,,,,,,
791,2,19,999900,999900,39.1,6.7,14,5.3,,,,,,,,,267,,,,,,,
618,0,0,999900,999900,37.8,5,13,5.7,,,,,,,,,270,,,,,,,
0,0,0,999900,999900,35.8,4.6,14,4.8,,,,,,,,,323,,,,,,,
0,0,0,999900,999900,33.7,4.3,16,4,,,,,,,,,17,,,,,,,
0,0,0,999900,999900,31.7,3.9,17,3.1,,,,,,,,,70,,,,,,,
0,0,0,999900,999900,30.9,4.6,19,2.1,,,,,,,,,47,,,,,,,
0,0,0,999900,999900,30.2,5.4,21,1,,,,,,,,,23,,,,,,,
0,0,0,999900,999900,29.4,6.1,23,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,28.9,5.5,23,0.9,,,,,,,,,357,,,,,,,
0,0,0,999900,999900,28.3,5,23,1.7,,,,,,,,,353,,,,,,,
0,0,0,999900,999900,27.8,4.4,22,2.6,,,,,,,,,350,,,,,,,
0,0,18,999900,999900,29.3,3.7,20,2.6,,,,,,,,,27,,,,,,,
608,93,161,999900,999900,30.7,2.9,17,2.6,,,,,,,,,63,,,,,,,
781,650,283,999900,999900,32.2,2.2,15,2.6,,,,,,,,,100,,,,,,,
942,830,283,999900,999900,33.7,5.7,17,3.3,,,,,,,,,147,,,,,,,
