,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,WindDir {deg},,,,,,,
ETRN,DNI,DHI,Direct Normal Illuminance {lux},Diffuse Horizontal Illuminance {lux},Dry-Bulb,Dew-Point,Relative Humidity {%},wspd,,,,,,,,,Wind Direction {deg},,,,,,,
0,0,0,999900,999900,14.8,-6.4,21,6.5,,,,,,,,,57,,,,,,,
0,0,0,999900,999900,14.4,-6.7,21,6.7,,,,,,,,,60,,,,,,,
0,0,0,999900,999900,13.9,-6.8,22,6.7,,,,,,,,,63,,,,,,,
0,0,0,999900,999900,13.3,-6.9,22,6.7,,,,,,,,,67,,,,,,,
0,0,0,999900,999900,12.8,-7.2,22,6.7,,,,,,,,,70,,,,,,,
0,0,0,999900,999900,13,-7.3,22,7,,,,,,,,,70,,,,,,,
0,0,0,999900,999900,13.1,-7.5,21,7.4,,,,,,,,,70,,,,,,,
0,0,43,999900,999900,13.3,-7.8,21,7.7,,,,,,,,,70,,,,,,,
614,157,175,999900,999900,14.8,-7.5,19,8.2,,,,,,,,,77,,,,,,,
781,460,226,999900,999900,16.3,-7.3,18,8.8,,,,,,,,,83,,,,,,,
914,719,188,999900,999900,17.8,-7.2,16,9.3,,,,,,,,,90,,,,,,,
1007,763,158,999900,999900,19.1,-8,14,8.9,,,,,,,,,83,,,,,,,
1057,781,117,999900,999900,20.4,-9,12,8.6,,,,,,,,,77,,,,,,,
1062,761,70,999900,999900,21.7,-10,10,8.2,,,,,,,,,70,,,,,,,
1022,675,27,999900,999900,21.1,-9.7,11,6.8,,,,,,,,,70,,,,,,,
938,378,59,999900,999900,20.6,-9.5,11,5.5,,,,,,,,,70,,,,,,,
813,93,34,999900,999900,20,-9.4,12,4.1,,,,,,,,,70,,,,,,,
653,0,0,999900,999900,18.3,-7.8,15,3.2,,,,,,,,,83,,,,,,,
0,0,0,999900,999900,16.7,-6.4,19,2.4,,,,,,,,,97,,,,,,,
0,0,0,999900,999900,15,-5,24,1.5,,,,,,,,,110,,,,,,,
0,0,0,999900,999900,13.9,-4.2,27,1.5,,,,,,,,,140,,,,,,,
0,0,0,999900,999900,12.8,-3.4,31,1.5,,,,,,,,,170,,,,,,,
0,0,0,999900,999900,11.7,-2.8,35,1.5,,,,,,,,,200,,,,,,,
0,0,0,999900,999900,11.7,-3.2,34,1.5,,,,,,,,,213,,,,,,,
0,0,0,999900,999900,11.7,-3.8,32,1.5,,,,,,,,,227,,,,,,,
0,0,0,999900,999900,11.7,-4.4,31,1.5,,,,,,,,,240,,,,,,,
0,0,0,999900,999900,10.8,-3.6,35,1,,,,,,,,,280,,,,,,,
0,0,0,999900,999900,9.8,-2.8,40,0.5,,,,,,,,,320,,,,,,,
0,0,0,999900,999900,8.9,-2.2,45,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,7.8,-2.1,49,0.5,,,,,,,,,7,,,,,,,
0,0,0,999900,999900,6.7,-2.1,52,1,,,,,,,,,13,,,,,,,
0,0,53,999900,999900,5.6,-2.2,56,1.5,,,,,,,,,20,,,,,,,
614,498,184,999900,999900,10,-3.4,37,3.1,,,,,,,,,37,,,,,,,
782,812,184,999900,999900,14.5,-4.7,25,4.6,,,,,,,,,53,,,,,,,
915,888,168,999900,999900,18.9,-6.1,17,6.2,,,,,,,,,70,,,,,,,
1009,927,119,999900,999900,20,-5.8,16,5.2,,,,,,,,,53,,,,,,,
1059,934,66,999900,999900,21.1,-5.7,15,4.1,,,,,,,,,37,,,,,,,
1064,895,16,999900,999900,22.2,-5.6,14,3.1,,,,,,,,,20,,,,,,,
1024,821,0,999900,999900,22.2,-4.9,15,3.1,,,,,,,,,357,,,,,,,
940,598,0,999900,999900,22.2,-4.4,16,3.1,,,,,,,,,333,,,,,,,
816,235,0,999900,999900,22.2,-3.9,16,3.1,,,,,,,,,310,,,,,,,
656,0,0,999900,999900,20,-2.9,21,2.6,,,,,,,,,287,,,,,,,
0,0,0,999900,999900,17.8,-1.9,26,2,,,,,,,,,263,,,,,,,
0,0,0,999900,999900,15.6,-1.1,31,1.5,,,,,,,,,240,,,,,,,
0,0,0,999900,999900,13.5,-0.6,38,1,,,,,,,,,280,,,,,,,
0,0,0,999900,999900,11.5,-0.3,44,0.5,,,,,,,,,320,,,,,,,
0,0,0,999900,999900,9.4,0,52,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,9.4,-0.3,51,1,,,,,,,,,47,,,,,,,
0,0,0,999900,999900,9.4,-0.6,49,2.1,,,,,,,,,93,,,,,,,
0,0,0,999900,999900,9.4,-1.1,47,3.1,,,,,,,,,140,,,,,,,
0,0,0,999900,999900,8.3,-0.8,52,2.1,,,,,,,,,93,,,,,,,
0,0,0,999900,999900,7.2,-0.7,57,1,,,,,,,,,47,,,,,,,
0,0,0,999900,999900,6.1,-0.6,62,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,6.3,-0.5,61,1,,,,,,,,,37,,,,,,,
0,0,0,999900,999900,6.5,-0.5,61,2.1,,,,,,,,,73,,,,,,,
0,0,49,999900,999900,6.7,-0.6,59,3.1,,,,,,,,,110,,,,,,,
615,90,167,999900,999900,9.1,-0.5,51,3.1,,,,,,,,,107,,,,,,,
783,107,238,999900,999900,11.5,-0.5,43,3.1,,,,,,,,,103,,,,,,,
916,90,267,999900,999900,13.9,-0.6,37,3.1,,,,,,,,,100,,,,,,,
1010,340,234,999900,999900,15.6,-0.5,33,2.4,,,,,,,,,53,,,,,,,
1061,515,186,999900,999900,17.2,-0.5,30,1.7,,,,,,,,,7,,,,,,,
1066,712,75,999900,999900,18.9,-0.6,27,1,,,,,,,,,320,,,,,,,
1026,593,56,999900,999900,19.1,-0.7,26,0.7,,,,,,,,,333,,,,,,,
943,266,103,999900,999900,19.2,-0.8,26,0.3,,,,,,,,,347,,,,,,,
819,216,0,999900,999900,19.4,-1.1,25,0,,,,,,,,,0,,,,,,,
659,0,0,999900,999900,16.3,0.2,33,0.7,,,,,,,,,33,,,,,,,
0,0,0,999900,999900,13.1,1.5,45,1.4,,,,,,,,,67,,,,,,,
0,0,0,999900,999900,10,2.8,61,2.1,,,,,,,,,100,,,,,,,
0,0,0,999900,999900,8.9,2.8,66,2.3,,,,,,,,,103,,,,,,,
0,0,0,999900,999900,7.8,2.8,71,2.4,,,,,,,,,107,,,,,,,
0,0,0,999900,999900,6.7,2.8,76,2.6,,,,,,,,,110,,,,,,,
0,0,0,999900,999900,6.1,2.4,77,2.6,,,,,,,,,110,,,,,,,
0,0,0,999900,999900,5.6,2.1,78,2.6,,,,,,,,,110,,,,,,,
0,0,0,999900,999900,5,1.7,79,2.6,,,,,,,,,110,,,,,,,
0,0,0,999900,999900,4.6,1.5,80,2.2,,,,,,,,,130,,,,,,,
0,0,0,999900,999900,4.3,1.3,81,1.9,,,,,,,,,150,,,,,,,
0,0,0,999900,999900,3.9,1.1,82,1.5,,,,,,,,,170,,,,,,,
0,0,0,999900,999900,3.7,0.7,81,1.9,,,,,,,,,150,,,,,,,
0,0,0,999900,999900,3.5,0.4,80,2.2,,,,,,,,,130,,,,,,,
0,0,58,999900,999900,3.3,0,79,2.6,,,,,,,,,110,,,,,,,
616,515,185,999900,999900,6.3,1.1,69,2.9,,,,,,,,,113,,,,,,,
784,800,177,999900,999900,9.2,2.2,62,3.3,,,,,,,,,117,,,,,,,
918,883,141,999900,999900,12.2,3.3,54,3.6,,,,,,,,,120,,,,,,,
1012,839,97,999900,999900,13.9,3.1,48,3.3,,,,,,,,,160,,,,,,,
1063,713,89,999900,999900,15.5,3,43,2.9,,,,,,,,,200,,,,,,,
1068,533,103,999900,999900,17.2,2.8,38,2.6,,,,,,,,,240,,,,,,,
1029,518,58,999900,999900,17.4,2.1,36,1.7,,,,,,,,,280,,,,,,,
945,366,49,999900,999900,17.6,1.3,33,0.9,,,,,,,,,320,,,,,,,
821,22,57,999900,999900,17.8,0.6,31,0,,,,,,,,,0,,,,,,,
662,0,0,999900,999900,16.1,1.5,37,0.3,,,,,,,,,53,,,,,,,
0,0,0,999900,999900,14.5,2.4,44,0.7,,,,,,,,,107,,,,,,,
0,0,0,999900,999900,12.8,3.3,52,1,,,,,,,,,160,,,,,,,
0,0,0,999900,999900,11.5,3.3,57,1.5,,,,,,,,,140,,,,,,,
0,0,0,999900,999900,10.2,3.3,62,2.1,,,,,,,,,120,,,,,,,
0,0,0,999900,999900,8.9,3.3,68,2.6,,,,,,,,,100,,,,,,,
0,0,0,999900,999900,8,3.1,71,1.7,,,,,,,,,67,,,,,,,
0,0,0,999900,999900,7,3,76,0.9,,,,,,,,,33,,,,,,,
0,0,0,999900,999900,6.1,2.8,79,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,5,2.4,83,1.2,,,,,,,,,33,,,,,,,
0,0,0,999900,999900,3.9,2.1,88,2.4,,,,,,,,,67,,,,,,,
0,0,0,999900,999900,2.8,1.7,92,3.6,,,,,,,,,100,,,,,,,
0,0,0,999900,999900,2.8,1.5,91,2.7,,,,,,,,,97,,,,,,,
0,0,0,999900,999900,2.8,1.3,90,1.9,,,,,,,,,93,,,,,,,
0,0,62,999900,999900,2.8,1.1,89,1,,,,,,,,,90,,,,,,,
617,441,205,999900,999900,5.6,1.5,75,1,,,,,,,,,100,,,,,,,
785,715,224,999900,999900,8.3,1.8,64,1,,,,,,,,,110,,,,,,,
919,803,208,999900,999900,11.1,2.2,54,1,,,,,,,,,120,,,,,,,
1013,855,161,999900,999900,13.1,2,47,1.5,,,,,,,,,153,,,,,,,
1065,864,109,999900,999900,15.2,1.9,41,2.1,,,,,,,,,187,,,,,,,
1071,814,65,999900,999900,17.2,1.7,35,2.6,,,,,,,,,220,,,,,,,
1031,720,26,999900,999900,17.6,1.5,34,2.9,,,,,,,,,230,,,,,,,
948,483,31,999900,999900,17.9,1.3,33,3.3,,,,,,,,,240,,,,,,,
824,145,28,999900,999900,18.3,1.1,31,3.6,,,,,,,,,250,,,,,,,
665,0,0,999900,999900,16.3,1.5,37,3.6,,,,,,,,,280,,,,,,,
0,0,0,999900,999900,14.2,1.8,43,3.6,,,,,,,,,310,,,,,,,
0,0,0,999900,999900,12.2,2.2,50,3.6,,,,,,,,,340,,,,,,,
0,0,0,999900,999900,10.4,2,56,2.4,,,,,,,,,347,,,,,,,
0,0,0,999900,999900,8.5,1.9,63,1.2,,,,,,,,,353,,,,,,,
0,0,0,999900,999900,6.7,1.7,70,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,5.9,1.5,73,0.5,,,,,,,,,47,,,,,,,
0,0,0,999900,999900,5.2,1.3,76,1,,,,,,,,,93,,,,,,,
0,0,0,999900,999900,4.4,1.1,79,1.5,,,,,,,,,140,,,,,,,
0,0,0,999900,999900,4.4,0.4,75,1.5,,,,,,,,,160,,,,,,,
0,0,0,999900,999900,4.4,-0.3,71,1.5,,,,,,,,,180,,,,,,,
0,0,0,999900,999900,4.4,-1.1,67,1.5,,,,,,,,,200,,,,,,,
0,0,0,999900,999900,5.5,-2.1,57,1.7,,,,,,,,,240,,,,,,,
0,0,0,999900,999900,6.7,-3.2,48,1.9,,,,,,,,,280,,,,,,,
0,0,60,999900,999900,7.8,-4.4,40,2.1,,,,,,,,,320,,,,,,,
618,573,183,999900,999900,9.8,-5.2,33,3.5,,,,,,,,,340,,,,,,,
786,836,175,999900,999900,11.9,-6.2,26,4.8,,,,,,,,,0,,,,,,,
920,898,148,999900,999900,13.9,-7.2,21,6.2,,,,,,,,,20,,,,,,,
1015,933,105,999900,999900,15.2,-7.5,19,6,,,,,,,,,30,,,,,,,
1067,949,53,999900,999900,16.5,-7.8,17,5.9,,,,,,,,,40,,,,,,,
1073,926,1,999900,999900,17.8,-8.3,15,5.7,,,,,,,,,50,,,,,,,
1034,857,0,999900,999900,18,-8.2,15,4.7,,,,,,,,,47,,,,,,,
951,663,0,999900,999900,18.1,-8.2,15,3.6,,,,,,,,,43,,,,,,,
827,300,0,999900,999900,18.3,-8.3,14,2.6,,,,,,,,,40,,,,,,,
667,0,0,999900,999900,16.3,-7.8,17,2.9,,,,,,,,,20,,,,,,,
0,0,0,999900,999900,14.2,-7.5,20,3.3,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,12.2,-7.2,23,3.6,,,,,,,,,340,,,,,,,
0,0,0,999900,999900,10.7,-6.4,28,3.4,,,,,,,,,307,,,,,,,
0,0,0,999900,999900,9.3,-5.6,33,3.3,,,,,,,,,273,,,,,,,
0,0,0,999900,999900,7.8,-5,38,3.1,,,,,,,,,240,,,,,,,
0,0,0,999900,999900,7.2,-4.9,40,2.9,,,,,,,,,260,,,,,,,
0,0,0,999900,999900,6.7,-4.9,41,2.8,,,,,,,,,280,,,,,,,
0,0,0,999900,999900,6.1,-5,43,2.6,,,,,,,,,300,,,,,,,
0,0,0,999900,999900,5.5,-4.5,46,2.6,,,,,,,,,310,,,,,,,
0,0,0,999900,999900,5,-4.2,49,2.6,,,,,,,,,320,,,,,,,
0,0,0,999900,999900,4.4,-3.9,53,2.6,,,,,,,,,330,,,,,,,
0,0,0,999900,999900,5.5,-4.2,48,2.6,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,6.7,-4.5,43,2.6,,,,,,,,,30,,,,,,,
0,0,66,999900,999900,7.8,-5,38,2.6,,,,,,,,,60,,,,,,,
619,606,196,999900,999900,10,-5.5,31,3.8,,,,,,,,,60,,,,,,,
788,832,198,999900,999900,12.2,-6,26,5,,,,,,,,,60,,,,,,,
922,903,171,999900,999900,14.4,-6.7,21,6.2,,,,,,,,,60,,,,,,,
1017,941,119,999900,999900,15.7,-6.8,19,5.2,,,,,,,,,87,,,,,,,
1069,949,63,999900,999900,17,-6.9,18,4.1,,,,,,,,,113,,,,,,,
1075,910,12,999900,999900,18.3,-7.2,16,3.1,,,,,,,,,140,,,,,,,
1036,834,0,999900,999900,18.3,-7.7,15,2.6,,,,,,,,,147,,,,,,,
954,633,0,999900,999900,18.3,-8.2,14,2,,,,,,,,,153,,,,,,,
830,283,0,999900,999900,18.3,-8.9,14,1.5,,,,,,,,,160,,,,,,,
670,0,0,999900,999900,16.5,-7.1,18,1.5,,,,,,,,,213,,,,,,,
0,0,0,999900,999900,14.6,-5.5,23,1.5,,,,,,,,,267,,,,,,,
0,0,0,999900,999900,12.8,-3.9,30,1.5,,,,,,,,,320,,,,,,,
0,0,0,999900,999900,11.7,-3.2,34,1.3,,,,,,,,,293,,,,,,,
0,0,0,999900,999900,10.5,-2.7,38,1.2,,,,,,,,,267,,,,,,,
0,0,0,999900,999900,9.4,-2.2,43,1,,,,,,,,,240,,,,,,,
0,0,0,999900,999900,9.6,-3.6,38,1.9,,,,,,,,,237,,,,,,,
0,0,0,999900,999900,9.8,-5.1,33,2.7,,,,,,,,,233,,,,,,,
0,0,0,999900,999900,10,-6.7,28,3.6,,,,,,,,,230,,,,,,,
0,0,0,999900,999900,8.1,-5.8,35,2.7,,,,,,,,,200,,,,,,,
0,0,0,999900,999900,6.3,-5.1,42,1.9,,,,,,,,,170,,,,,,,
0,0,0,999900,999900,4.4,-4.4,51,1,,,,,,,,,140,,,,,,,
0,0,0,999900,999900,3.9,-3.8,55,1.2,,,,,,,,,123,,,,,,,
0,0,0,999900,999900,3.3,-3.2,60,1.3,,,,,,,,,107,,,,,,,
0,0,68,999900,999900,2.8,-2.8,65,1.5,,,,,,,,,90,,,,,,,
620,713,190,999900,999900,6.1,-2.5,53,2,,,,,,,,,90,,,,,,,
789,899,182,999900,999900,9.5,-2.3,43,2.6,,,,,,,,,90,,,,,,,
924,947,155,999900,999900,12.8,-2.2,34,3.1,,,,,,,,,90,,,,,,,
1019,932,108,999900,999900,14.6,-3.2,28,2.8,,,,,,,,,47,,,,,,,
1071,918,46,999900,999900,16.5,-4.4,23,2.4,,,,,,,,,3,,,,,,,
1078,863,0,999900,999900,18.3,-5.6,18,2.1,,,,,,,,,320,,,,,,,
1039,821,0,999900,999900,18.3,-4.9,19,1.7,,,,,,,,,290,,,,,,,
956,609,0,999900,999900,18.3,-4.4,20,1.4,,,,,,,,,260,,,,,,,
833,303,0,999900,999900,18.3,-3.9,21,1,,,,,,,,,230,,,,,,,
673,0,0,999900,999900,16.5,-3.2,25,0.7,,,,,,,,,273,,,,,,,
0,0,0,999900,999900,14.6,-2.7,29,0.3,,,,,,,,,317,,,,,,,
0,0,0,999900,999900,12.8,-2.2,34,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,10.6,-1.6,42,0.9,,,,,,,,,40,,,,,,,
0,0,0,999900,999900,8.3,-1,51,1.7,,,,,,,,,80,,,,,,,
0,0,0,999900,999900,6.1,-0.6,62,2.6,,,,,,,,,120,,,,,,,
0,0,0,999900,999900,6.5,-0.7,60,2.4,,,,,,,,,170,,,,,,,
0,0,0,999900,999900,6.8,-0.8,58,2.3,,,,,,,,,220,,,,,,,
0,0,0,999900,999900,7.2,-1.1,55,2.1,,,,,,,,,270,,,,,,,
0,0,0,999900,999900,6.5,-1.4,56,2.1,,,,,,,,,257,,,,,,,
0,0,0,999900,999900,5.7,-1.7,58,2.1,,,,,,,,,243,,,,,,,
0,0,0,999900,999900,5,-2.2,58,2.1,,,,,,,,,230,,,,,,,
0,0,0,999900,999900,4.4,-1.9,62,1.9,,,,,,,,,187,,,,,,,
0,0,0,999900,999900,3.9,-1.8,65,1.7,,,,,,,,,143,,,,,,,
0,0,71,999900,999900,3.3,-1.7,69,1.5,,,,,,,,,100,,,,,,,
621,625,199,999900,999900,6.6,-0.8,59,1.7,,,,,,,,,107,,,,,,,
790,836,201,999900,999900,10,-0.1,49,1.9,,,,,,,,,113,,,,,,,
925,909,172,999900,999900,13.3,0.6,42,2.1,,,,,,,,,120,,,,,,,
1021,948,119,999900,999900,15.3,-0.1,35,2.3,,,,,,,,,170,,,,,,,
1073,955,61,999900,999900,17.4,-0.8,29,2.4,,,,,,,,,220,,,,,,,
1080,916,9,999900,999900,19.4,-1.7,24,2.6,,,,,,,,,270,,,,,,,
1042,839,0,999900,999900,19.6,-1.4,24,2.9,,,,,,,,,263,,,,,,,
959,647,0,999900,999900,19.8,-1.2,24,3.3,,,,,,,,,257,,,,,,,
836,304,0,999900,999900,20,-1.1,24,3.6,,,,,,,,,250,,,,,,,
676,0,0,999900,999900,18.1,-0.6,28,2.4,,,,,,,,,287,,,,,,,
0,0,0,999900,999900,16.3,-0.3,32,1.2,,,,,,,,,323,,,,,,,
0,0,0,999900,999900,14.4,0,37,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,12.4,0.6,44,1.4,,,,,,,,,37,,,,,,,
0,0,0,999900,999900,10.3,1.1,53,2.7,,,,,,,,,73,,,,,,,
0,0,0,999900,999900,8.3,1.7,63,4.1,,,,,,,,,110,,,,,,,
0,0,0,999900,999900,7.4,1.3,65,3.6,,,,,,,,,113,,,,,,,
0,0,0,999900,999900,6.5,1,68,3.1,,,,,,,,,117,,,,,,,
0,0,0,999900,999900,5.6,0.6,70,2.6,,,,,,,,,120,,,,,,,
0,0,0,999900,999900,5.2,0.2,70,2.4,,,,,,,,,117,,,,,,,
0,0,0,999900,999900,4.8,-0.1,70,2.3,,,,,,,,,113,,,,,,,
0,0,0,999900,999900,4.4,-0.6,70,2.1,,,,,,,,,110,,,,,,,
0,0,0,999900,999900,4,-0.7,71,2.3,,,,,,,,,110,,,,,,,
0,0,0,999900,999900,3.7,-0.8,72,2.4,,,,,,,,,110,,,,,,,
0,0,73,999900,999900,3.3,-1.1,72,2.6,,,,,,,,,110,,,,,,,
622,491,212,999900,999900,6.8,-1,57,2.2,,,,,,,,,143,,,,,,,
792,732,231,999900,999900,10.4,-1,45,1.9,,,,,,,,,177,,,,,,,
927,827,208,999900,999900,13.9,-1.1,35,1.5,,,,,,,,,210,,,,,,,
1023,881,156,999900,999900,16.3,-1.4,29,1.9,,,,,,,,,160,,,,,,,
1075,891,100,999900,999900,18.7,-1.7,25,2.2,,,,,,,,,110,,,,,,,
1083,839,56,999900,999900,21.1,-2.2,20,2.6,,,,,,,,,60,,,,,,,
1044,738,22,999900,999900,21.3,-2.3,20,1.7,,,,,,,,,40,,,,,,,
962,524,18,999900,999900,21.5,-2.5,19,0.9,,,,,,,,,20,,,,,,,
839,194,20,999900,999900,21.7,-2.8,19,0,,,,,,,,,0,,,,,,,
679,0,0,999900,999900,19.7,-1.8,23,0.7,,,,,,,,,320,,,,,,,
0,0,0,999900,999900,17.6,-0.8,28,1.4,,,,,,,,,280,,,,,,,
0,0,0,999900,999900,15.6,0,34,2.1,,,,,,,,,240,,,,,,,
0,0,0,999900,999900,15.6,-0.8,32,2.1,,,,,,,,,300,,,,,,,
0,0,0,999900,999900,15.6,-1.8,30,2.1,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,15.6,-2.8,27,2.1,,,,,,,,,60,,,,,,,
0,0,0,999900,999900,15.4,-3.1,27,3.8,,,,,,,,,57,,,,,,,
0,0,0,999900,999900,15.2,-3.4,27,5.5,,,,,,,,,53,,,,,,,
0,0,0,999900,999900,15,-3.9,26,7.2,,,,,,,,,50,,,,,,,
0,0,0,999900,999900,14.8,-3.4,27,7,,,,,,,,,53,,,,,,,
0,0,0,999900,999900,14.6,-3.1,28,6.9,,,,,,,,,57,,,,,,,
0,0,0,999900,999900,14.4,-2.8,30,6.7,,,,,,,,,60,,,,,,,
0,0,0,999900,999900,14.4,-2.1,31,6.5,,,,,,,,,57,,,,,,,
0,0,0,999900,999900,14.4,-1.6,33,6.4,,,,,,,,,53,,,,,,,
0,0,75,999900,999900,14.4,-1.1,34,6.2,,,,,,,,,50,,,,,,,
624,779,190,999900,999900,16.1,-0.6,32,7.1,,,,,,,,,57,,,,,,,
794,895,189,999900,999900,17.7,-0.3,29,7.9,,,,,,,,,63,,,,,,,
929,947,160,999900,999900,19.4,0,27,8.8,,,,,,,,,70,,,,,,,
1025,970,110,999900,999900,20.2,-0.1,26,7.9,,,,,,,,,63,,,,,,,
1078,976,51,999900,999900,20.9,-0.3,24,7.1,,,,,,,,,57,,,,,,,
1085,940,0,999900,999900,21.7,-0.6,22,6.2,,,,,,,,,50,,,,,,,
1047,867,0,999900,999900,21.9,-0.3,23,5.5,,,,,,,,,50,,,,,,,
965,694,0,999900,999900,22,-0.1,23,4.8,,,,,,,,,50,,,,,,,
842,354,0,999900,999900,22.2,0,23,4.1,,,,,,,,,50,,,,,,,
682,0,0,999900,999900,19.6,0.2,27,2.7,,,,,,,,,33,,,,,,,
0,0,0,999900,999900,17,0.4,32,1.4,,,,,,,,,17,,,,,,,
0,0,0,999900,999900,14.4,0.6,39,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,13.1,0.8,43,0.7,,,,,,,,,27,,,,,,,
0,0,0,999900,999900,11.9,0.9,47,1.4,,,,,,,,,53,,,,,,,
0,0,0,999900,999900,10.6,1.1,52,2.1,,,,,,,,,80,,,,,,,
0,0,0,999900,999900,10.4,0.7,51,2.1,,,,,,,,,30,,,,,,,
0,0,0,999900,999900,10.2,0.4,51,2.1,,,,,,,,,340,,,,,,,
0,0,0,999900,999900,10,0,50,2.1,,,,,,,,,290,,,,,,,
0,0,0,999900,999900,8.9,-0.1,53,1.9,,,,,,,,,247,,,,,,,
0,0,0,999900,999900,7.8,-0.3,56,1.7,,,,,,,,,203,,,,,,,
0,0,0,999900,999900,6.7,-0.6,59,1.5,,,,,,,,,160,,,,,,,
0,0,0,999900,999900,6.9,-0.9,57,1,,,,,,,,,107,,,,,,,
0,0,0,999900,999900,7,-1.2,55,0.5,,,,,,,,,53,,,,,,,
0,0,78,999900,999900,7.2,-1.7,52,0,,,,,,,,,0,,,,,,,
625,406,224,999900,999900,10.9,-1.8,40,1.9,,,,,,,,,27,,,,,,,
795,649,257,999900,999900,14.6,-1.9,31,3.8,,,,,,,,,53,,,,,,,
931,756,242,999900,999900,18.3,-2.2,24,5.7,,,,,,,,,80,,,,,,,
1027,814,194,999900,999900,19.6,-1.9,23,4.8,,,,,,,,,80,,,,,,,
1080,824,142,999900,999900,20.9,-1.8,21,4,,,,,,,,,80,,,,,,,
1088,769,101,999900,999900,22.2,-1.7,20,3.1,,,,,,,,,80,,,,,,,
1050,658,69,999900,999900,22.2,-1.6,20,2.1,,,,,,,,,53,,,,,,,
968,441,59,999900,999900,22.2,-1.6,20,1,,,,,,,,,27,,,,,,,
845,113,49,999900,999900,22.2,-1.7,20,0,,,,,,,,,0,,,,,,,
685,0,1,999900,999900,20,-0.8,24,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,17.8,-0.1,30,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,15.6,0.6,36,0,,,,,,,,,0,,,,,,,
0,0,0,999900,999900,13.2,1,43,0.9,,,,,,,,,30,,,,,,,
0,0,0,999900,999900,10.7,1.3,52,1.7,,,,,,,,,60,,,,,,,
0,0,0,999900,999900,8.3,1.7,63,2.6,,,,,,,,,90,,,,,,,
0,0,0,999900,999900,7.6,1.3,64,2.8,,,,,,,,,100,,,,,,,
0,0,0,999900,999900,6.8,1,66,2.9,,,,,,,,,110,,,,,,,
0,0,0,999900,999900,6.1,0.6,68,3.1,,,,,,,,,120,,,,,,,
0,0,0,999900,999900,5.9,0.6,69,3.3,,,,,,,,,110,,,,,,,
0,0,0,999900,999900,5.8,0.6,69,3.4,,,,,,,,,100,,,,,,,
0,0,0,999900,999900,5.6,0.6,70,3.6,,,,,,,,,90,,,,,,,
0,0,0,999900,999900,5.2,0.6,72,3.6,,,,,,,,,93,,,,,,,
0,0,0,999900,999900,4.8,0.6,74,3.6,,,,,,,,,97,,,,,,,
0,0,80,999900,999900,4.4,0.6,76,3.6,,,,,,,,,100,,,,,,,
627,461,220,999900,999900,7.7,1.1,63,3.3,,,,,,,,,107,,,,,,,
797,697,241,999900,999900,11.1,1.7,52,2.9,,,,,,,,,113,,,,,,,
933,776,223,999900,999900,14.4,2.2,44,2.6,,,,,,,,,120,,,,,,,
1029,801,181,999900,999900,15.9,2,39,2.6,,,,,,,,,140,,,,,,,
1083,788,134,999900,999900,17.4,1.9,35,2.6,,,,,,,,,160,,,,,,,
1090,734,88,999900,999900,18.9,1.7,32,2.6,,,,,,,,,180,,,,,,,
1053,527,91,999900,999900,19.3,1.7,31,2.1,,,,,,,,,173,,,,,,,
971,221,117,999900,999900,19.6,1.7,30,1.5,,,,,,,,,167,,,,,,,
848,53,50,999900,999900,20,1.7,30,1,,,,,,,,,160,,,,,,,
689,0,1,999900,999900,18.1,2.1,34,1,,,,,,,,,153,,,,,,,
0,0,0,999900,999900,16.3,2.4,39,1,,,,,,,,,147,,,,,,,
0,0,0,999900,999900,14.4,2.8,46,1,,,,,,,,,140,,,,,,,
0,0,0,999900,999900,12.9,2.8,50,1.4,,,,,,,,,137,,,,,,,
0,0,0,999900,999900,11.5,2.8,55,1.7,,,,,,,,,133,,,,,,,
0,0,0,999900,999900,10,2.8,61,2.1,,,,,,,,,130,,,,,,,
0,0,0,999900,999900,9.8,2.8,62,2.3,,,,,,,,,110,,,,,,,
0,0,0,999900,999900,9.6,2.8,63,2.4,,,,,,,,,90,,,,,,,
0,0,0,999900,999900,9.4,2.8,63,2.6,,,,,,,,,70,,,,,,,
